1042,Arohi battery house - Battery jump start and car jump start and Road side assistance,76769 24329,vvsrikar91@gmail.com,"2nd, 26, 13th cross, main, LCR School Rd, BK Nagar, Yeswanthpur, Bengaluru, Karnataka 560022",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0277362,77.4843951
1043,Jai hanuman battery service,9964355566,vvsrikar91@gmail.com,"33/34 3rd cross, Jayanti Nagar Main Rd, Horamavu, Bengaluru, Karnataka 560113",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0259599,77.596931
1044,AMARON BATTERIES AND EXIDE pit shop wholesale prices,95355 04275,vvsrikar91@gmail.com,"Swathi hotel back side, 6th Cross, F Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0636524,77.5183192
1045,SM Battery Point,97433 43930,vvsrikar91@gmail.com,"164,BCD Block, Kodigehalli Main Rd, Defence Layout, Sahakar Nagar, Post, Bengaluru, Karnataka 560092",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0588157,77.5123122
1046,Exide Care - Shivam Technologies,91674 93290,vvsrikar91@gmail.com,"Munivenkatappa Complex, No 5 & 6, 36/1, Bellary Rd, Ganganagar, Bengaluru, Karnataka 560032",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0229353,77.5146116
1047,EXIDE BATTERY SERVICE CENTER,8291102720,vvsrikar91@gmail.com,"	No 465, 17th Cross, Tank Bund Rd Malleswaram West Bengaluru, Karnataka - 560055 India",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0081073,77.4854791
1048,Battery Palace,080 2344 5757,vvsrikar91@gmail.com,"120, Guttahalli Main Rd, 1st R Block, DN Ramaiah Layout, Palace Guttahalli, Bengaluru, Karnataka 560020",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9978817,77.5114547
1049,Annamalai Batteries,77953 96539,vvsrikar91@gmail.com,"193, Narayan Pillai St, Bharati Nagar, Shivaji Nagar, Bengaluru, Karnataka 560001",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9890464,77.5398721
1050,Sri Hanuman Battery Sales & Service,91132 05100,vvsrikar91@gmail.com,"Horamavu Main Road, Agara Circle, opp. Shani Mahatma Temple, Bengaluru, Karnataka 560043",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0367145,77.584883
1051,Tharun batteries,077608 54655,vvsrikar91@gmail.com,"213/A, 10th Main, 56th Cross Rd, opposite Ram Mandir Ground, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9857367,77.4863992
1052,Elektrixserve,99458 95333,vvsrikar91@gmail.com,"708/4, CHS-707, 1ST Main Road, 4th phase, 1st Main Rd, WAP Staff Quarters, Yelahanka New Town, Bengaluru, Karnataka 560106",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.1034933,77.5070054
1053,Thanvi Batteries,090085 63060,vvsrikar91@gmail.com,"896/51, 14th Cross Rd, near Mahalakshmi metro station, Mahalakshmipuram Layout, Entrance, Bengaluru, Karnataka 560086",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0069592,77.4782693
1054,MJ Batteries & Auto Electricals,93415 67885,vvsrikar91@gmail.com,"Shop no 6 Hemanna complex K Narayanapura Main Road, hegde nagar k Narayanpura main road, Thanisandra Main Rd, S R K Nagar, post, Bengaluru, Karnataka 560077",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0671083,77.5658276
1055,S.M BATTERY,96635 65350,vvsrikar91@gmail.com,"Number 259, 2 Road, GM Palya Main Rd, opposite Anjaneya Swami Temple Road, New Thippasandra Post, Cauveri Colony, GM Palya, C V Raman Nagar, Bengaluru, Karnataka 560075",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9751193,77.5946727
1056,V M POWER SERVICE,97384 45551,vvsrikar91@gmail.com,"#999/3 Sai Nivas 5TH A Cross Road, Outer Ring Rd, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0210606,77.5821339
1057,SGS Batteries - Battery Shop,93412 13239,vvsrikar91@gmail.com,"Old mission compound, Before Jain college, 135/2, Lal Bagh Main Rd, Vinobha Nagar, Sudhama Nagar, Bengaluru, Karnataka 560027",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.960304,77.5174727
1058,Pace Automobiles,080 2333 2338,vvsrikar91@gmail.com,"6th A Main Rd, next to BMTC Bus Depot, HMT Layout, RT Nagar, Bengaluru, Karnataka 560032",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0286403,77.5233632
1059,Exide Care - Instart Battery House,82911 09051,vvsrikar91@gmail.com,"No 802, Shop, 3 & 4, 7th Cross Rd, MRCR Layout, MC Layout, Rajajinagar, Bengaluru, Karnataka 560040",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.976854,77.4727191
1060,Sri Vinayaka Car Electricals,98861 04006,vvsrikar91@gmail.com,"3H86+R27, Nanjappa Layout, Chamundeswari Layout, Jalahalli East, Bengaluru, Karnataka 560097",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0670188,77.4900162
1061,Exide Care - City Batteries,91674 16018,vvsrikar91@gmail.com,"No 289, 17 & 18 Cross, Main, Sampige Rd, Malleshwaram, Bengaluru, Karnataka 560003",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0069512,77.4996826
1062,S K BATTERIES & AUTO ELECTRICALS,99015 92671,vvsrikar91@gmail.com,"212 3rd cross, 17th Main Rd, FF Layout, Laggere, Bengaluru, Karnataka 560058",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0047268,77.4587949
1063,N R BATTERY CENTER,99804 10001,vvsrikar91@gmail.com,"Cock Burn road, Hafeez manzil, Near by bamboo bazaar Shivaji nagar, Pulikeshi Nagar, Bengaluru, Karnataka 560051",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9906693,77.5337764
1064,SHREE LAKSHMI NARASIMHA BATTERY POINT,95914 07981,vvsrikar91@gmail.com,"Doddabommasandra, Bengaluru, Karnataka 560097",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0552236,77.497437
1065,A M POWER HOUSE,98804 59843,vvsrikar91@gmail.com,"ESI HOSPITAL, 3141, 7th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9715481,77.5654551
1066,BATTERY HOUSE INC,98456 16749,vvsrikar91@gmail.com,"77,Milers Point, Millers Rd, Vasanth Nagar, Bengaluru, Karnataka 560052",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9911758,77.5236016
1067,Max Power House,99861 12983,vvsrikar91@gmail.com,"10/8-1, Dodda Banaswadi Main Rd, near Ramesh Jewellery, Jaibharath Nagar, Vivekananda Nagar, Maruthi Sevanagar, Bengaluru, Karnataka 560033",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0019924,77.5625871
1068,Perfect Services,99001 23313,vvsrikar91@gmail.com,"post ner bbmp, 67, Dasarahalli Main Rd, off Hebbal, Nagavara, Bengaluru, Karnataka 560024",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0548972,77.5424125
1069,Exide,99862 84136,vvsrikar91@gmail.com,"2H72+6V8, Chord Rd, Yeshwanthpur Industrial Suburb, Rajajinagar, Bengaluru, Karnataka 560010",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0130285,77.4821684
1070,S R battery point - Home delivery and Road side assistance,90364 00452,vvsrikar91@gmail.com,"bus stop, next to Attur layout, Attur Layout, Yelahanka New Town, Bengaluru, Karnataka 560064",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0980457,77.4978791
1071,Kamal Battery House,94484 57484,vvsrikar91@gmail.com,"2JGC+Q9J, 1st Main Rd, 1st Stage, Kadugondanahalli, Bengaluru, Karnataka 560045",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0269456,77.550857
1072,Nataesh Batteries,99019 77835,vvsrikar91@gmail.com,"No 113, 1, 2nd Main Rd, near Nataraja Theatre, Jai Bheema Nagar, Seshadripuram, Bengaluru, Karnataka 560020",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.1120298,77.6818575
1073,S B BATTERY SERVICE,96324 35574,vvsrikar91@gmail.com,"68 binnibande circle, Doddakammanahalli Main Rd, Hulimavu, Bengaluru, Karnataka 560076",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.8651338,77.5284408
1074,"B.R.Enterprises, Exide battery",99457 54658,vvsrikar91@gmail.com,"18/1 8th main road, 18th Cross Rd, opposite Bharat Petrol Pump, Malleshwaram, Bengaluru, Karnataka 560055",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0092633,77.4930412
1075,ASK BATTERY CENTER,97137 69683,vvsrikar91@gmail.com,"#643/A,22nd cross, 14th Main Rd, 1st Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9068542,77.4934515
1076,Al han Batteries,97394 44022,vvsrikar91@gmail.com,"#34, 80 feet road, opp HP petrol bunk, HBR layout,k k halli, Bengaluru, Karnataka 560043",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0263071,77.5609893
1077,Kadur Automobile Electrical Works,72048 97707,vvsrikar91@gmail.com,"Sri Manjunatha Palace, Thanisandra Main Rd, Ashwath Nagar, Sinthan Nagar, Bengaluru, Karnataka 560077",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0545535,77.5614624
1078,M.S. Batterys,97404 05536,vvsrikar91@gmail.com,"100 Feet Road, 32, 9th C Main Rd, Next To-I, O B, Banaswadi, Bengaluru, Karnataka 560043",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0132237,77.5780158
1079,Shri Balaji Battery Corner,81472 76513,vvsrikar91@gmail.com,"#5 Gangondanahalli Main Road Opp Ganga International School Post, Nagasandra, Bengaluru, Karnataka 560073",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0282436,77.4257405
1080,Bangalore batteries,90361 94775,vvsrikar91@gmail.com,"Shop no. 227, 1, 5th Main Rd, Mahantara Layout, Mahantara Lay Out, Kempegowda Nagar, Bengaluru, Karnataka 560019",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.951576,77.4963902
1081,Byreshwara Battery Service Centre,76767 58032,vvsrikar91@gmail.com,"119, Dodda Basti Main Rd, Raju Badavane, Bhuvaneshwari Nagar, Nagdevanahalli, Bengaluru, Karnataka 560056",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.941707,77.4221833
1082,S V Battery Sales & Service,91482 54813,vvsrikar91@gmail.com,"Panathur Main Rd, near petrol bank, Munireddy Layout, Kadubeesanahalli, Panathur, Bengaluru, Karnataka 560103",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.938024,77.6295153
1083,D C Battery Works,99162 95295,vvsrikar91@gmail.com,"152, Canara Bank, Near R M V, Chord Rd, 2nd Stage, Ashwath Nagar, Mahalakshmipuram Layout, Mahalakshmipuram, Bengaluru, Karnataka 560094",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0268606,77.5089717
1084,Sri Rama Battery Services Centre,99452 64343,vvsrikar91@gmail.com,"60 Feet Road, 38, 1st Main Rd, Shivanagar, Rajajinagar, Bengaluru, Karnataka 560079",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9882436,77.4791683
1085,Four Door's Car Garage,99804 03770,vvsrikar91@gmail.com,"25, 1, 2nd Cross Rd, MM Layout, Anchappa Garden, J.C.Nagar, Bengaluru, Karnataka 560006",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0091731,77.5257866
1086,Sri Rameshwara Battery Work,98457 54757,vvsrikar91@gmail.com,"191, Nettakallappa Circle, Subbarama Chetty Road, Bengaluru, Karnataka 560004",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9396847,77.502265
1087,Sri Ranganatha Battery Services,90359 69055,vvsrikar91@gmail.com,"158, Manipal County Rd, near Samruddi Kuteera Food Court, Chikka Begur, AECS C Block, Singasandra, Bengaluru, Karnataka 560068",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.8788905,77.5671006
1088,Exide Care - Sandhya Electricals,080 6955 8976,vvsrikar91@gmail.com,"No 1246, H A, Farm, Dasarahalli, Bengaluru, Karnataka 560024",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0282558,77.5152485
1089,Mc sales and services,98454 29440,vvsrikar91@gmail.com,"2, 10th cross GANASANKARAPPA layout Oil mil road, post, near ganesha temple, AravindNagar, St Thomas Town, Bengaluru, Karnataka 560084",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0131561,77.5612088
1090,S M Bikes Repair and service garage,90666 65554,vvsrikar91@gmail.com,"1st Main Rd, Rachenahalli, Thanisandra, Bengaluru, Karnataka 560045",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0590545,77.5539441
1091,Kunguma Tyres & Puncher Shop,78269 88339,vvsrikar91@gmail.com,"#107, 7th Main road, 17th Cross, Chinnayanpalya, Lakkasandra Extension, Wilson Garden, Bengaluru, Karnataka 560030",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.946267,77.5318025
1092,Puncture Shop Bharath Tyres,98451 65534,vvsrikar91@gmail.com,"12th A Main Rd, Kaveri Nagar, Bommanahalli, Bengaluru, Karnataka 560068",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9001261,77.5525517
1093,Puncture Care,90667 78567,vvsrikar91@gmail.com,"560, Doddakannelli, Bengaluru, Karnataka 560035",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9096804,77.6177793
1094,Nagapura Tyre Puncture Shop,99809 38219,vvsrikar91@gmail.com,"6th Main Road, Mahalakshmi Puram, No, 12th C Cross Rd, West of Chord Road 2nd Stage, Nagapura, Bengaluru, Karnataka 560086",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0021004,77.474222
1095,Royal Tires,90080 32637,vvsrikar91@gmail.com,"No66 8th Cross 17th Main, BTM 1st Stage, Bengaluru, Karnataka 560029",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,13.0748682,77.7053722
1096,Tyresnmore Online Private Limited,92127 51275,vvsrikar91@gmail.com,"Near, No 19/1 , 1st and 2nd floor, ST. John's Road, Commercial Street, Bengaluru, Karnataka 560042",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9827312,77.5412954
1097,City Tyres Puncture Repair,96119 22284,vvsrikar91@gmail.com,"95, 1st Main Cross, S.T. Bed, 1st Block Koramangala, Ejipura, Bengaluru, Karnataka 560034",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.929226,77.5649059
1098,Sri Madeshwara online Tyre Puncture Shop,91135 23914,vvsrikar91@gmail.com,"43/1, KP Agrahara, Binnipete, Kempapura Agrahara, Bengaluru, Karnataka 560023",Bangalore,Karnataka,560024,India,20-07-2023,1,1,abc,f,100,xyz,12.9692304,77.4842158
